condition,outcome,model_id,n_contributors,n_nonmissing,n_missing,mean,median,sd,mad,min,max,range,scale_width,sd_per_scale,mad_per_scale,range_per_scale
Interview Prof. Maraun,policy_general,claude-opus-4-6,2,2,0,0.65,0.65,0.4949747468305833,0.51891,0.3,1,0.7,100,0.0049497474683058325,0.0051890999999999994,0.006999999999999999
Interview Prof. Maraun,trust_multidimensional,gpt-5-mini,2,2,0,2.15,2.15,0.49497474683058323,0.51891,1.8,2.5,0.7,100,0.0049497474683058325,0.0051890999999999994,0.006999999999999999
Interview Prof. Sebille,belief_post,gemini-3.1-pro-preview,2,2,0,1.4500000000000002,1.4500000000000002,0.49497474683058323,0.51891,1.1,1.8,0.7,100,0.0049497474683058325,0.0051890999999999994,0.006999999999999999
Interview Prof. Sebille,distrust_post,claude-opus-4-6,2,2,0,-1.65,-1.65,0.49497474683058323,0.51891,-2,-1.3,0.7,100,0.0049497474683058325,0.0051890999999999994,0.006999999999999999
Interview Prof. Sebille,funding_perceptions,gemini-3.1-flash-lite,2,2,0,1.4500000000000002,1.4500000000000002,0.49497474683058323,0.51891,1.1,1.8,0.7,100,0.0049497474683058325,0.0051890999999999994,0.006999999999999999
Interview Prof. Sebille,inst_trust_mean,gemini-2.5-pro,2,2,0,1.15,1.15,0.49497474683058323,0.51891,0.8,1.5,0.7,100,0.0049497474683058325,0.0051890999999999994,0.006999999999999999
Interview Prof. Sebille,policy_general,claude-opus-4-6,2,2,0,1.65,1.65,0.49497474683058323,0.51891,1.3,2,0.7,100,0.0049497474683058325,0.0051890999999999994,0.006999999999999999
Measurement & modeling (1),donation_ams,gemini-3.1-pro-preview,2,2,0,0.08499999999999999,0.08499999999999999,0.049497474683058325,0.05189099999999999,0.05,0.12,0.06999999999999999,10,0.0049497474683058325,0.0051890999999999994,0.006999999999999999
Measurement & modeling (1),policy_general,gemini-3.1-pro-preview,2,2,0,1.15,1.15,0.49497474683058323,0.51891,0.8,1.5,0.7,100,0.0049497474683058325,0.0051890999999999994,0.006999999999999999
Measurement & modeling (2),policy_role_mean,gemini-2.5-pro,2,2,0,0.85,0.85,0.49497474683058323,0.51891,0.5,1.2,0.7,100,0.0049497474683058325,0.0051890999999999994,0.006999999999999999
Model accuracy,concern_mean,gemini-3.1-flash-lite,2,2,0,1.4500000000000002,1.4500000000000002,0.49497474683058323,0.51891,1.1,1.8,0.7,100,0.0049497474683058325,0.0051890999999999994,0.006999999999999999
Model accuracy,policy_specific_mean,gemini-2.5-pro,2,2,0,1.15,1.15,0.49497474683058323,0.51891,0.8,1.5,0.7,100,0.0049497474683058325,0.0051890999999999994,0.006999999999999999
Model accuracy,trust_multidimensional,claude-opus-4-6,2,2,0,1.65,1.65,0.49497474683058323,0.51891,1.3,2,0.7,100,0.0049497474683058325,0.0051890999999999994,0.006999999999999999
Oil industry misinformation,behavior_mean,gemini-3.1-flash-lite,2,2,0,2.15,2.15,0.49497474683058323,0.51891,1.8,2.5,0.7,100,0.0049497474683058325,0.0051890999999999994,0.006999999999999999
Peer-review,policy_general,gemini-2.5-pro,2,2,0,1.35,1.35,0.49497474683058323,0.51891,1,1.7,0.7,100,0.0049497474683058325,0.0051890999999999994,0.006999999999999999
Portrait Prof. Cherry,funding_perceptions,claude-opus-4-6,2,2,0,0.65,0.65,0.4949747468305833,0.51891,0.3,1,0.7,100,0.0049497474683058325,0.0051890999999999994,0.006999999999999999
Scientist community helpers,distrust_post,claude-opus-4-6,2,2,0,-1.65,-1.65,0.49497474683058323,0.51891,-2,-1.3,0.7,100,0.0049497474683058325,0.0051890999999999994,0.006999999999999999
Scientist community helpers,distrust_post,gemini-3.1-flash-lite,2,2,0,-2.15,-2.15,0.49497474683058323,0.51891,-2.5,-1.8,0.7,100,0.0049497474683058325,0.0051890999999999994,0.006999999999999999
Scientist community helpers,policy_specific_mean,gemini-2.5-pro,2,2,0,1.15,1.15,0.49497474683058323,0.51891,0.8,1.5,0.7,100,0.0049497474683058325,0.0051890999999999994,0.006999999999999999
Social justice,concern_mean,gpt-5-mini,2,2,0,1.15,1.15,0.49497474683058323,0.51891,0.8,1.5,0.7,100,0.0049497474683058325,0.0051890999999999994,0.006999999999999999
Social justice,funding_perceptions,gemini-3.1-flash-lite,2,2,0,2.15,2.15,0.49497474683058323,0.51891,1.8,2.5,0.7,100,0.0049497474683058325,0.0051890999999999994,0.006999999999999999
Consensus,funding_perceptions,gemini-3.1-flash-lite,2,2,0,2.45,2.45,0.49497474683058307,0.5189099999999998,2.1,2.8,0.6999999999999997,100,0.004949747468305831,0.005189099999999998,0.0069999999999999975
Funding,distrust_post,claude-opus-4-6,2,2,0,-2.45,-2.45,0.49497474683058307,0.5189099999999998,-2.8,-2.1,0.6999999999999997,100,0.004949747468305831,0.005189099999999998,0.0069999999999999975
Interview Prof. Sebille,distrust_post,claude-haiku-4-5,2,2,0,-2.45,-2.45,0.49497474683058307,0.5189099999999998,-2.8,-2.1,0.6999999999999997,100,0.004949747468305831,0.005189099999999998,0.0069999999999999975
Measurement & modeling (2),concern_mean,claude-haiku-4-5,2,2,0,2.45,2.45,0.49497474683058307,0.5189099999999998,2.1,2.8,0.6999999999999997,100,0.004949747468305831,0.005189099999999998,0.0069999999999999975
Portrait Prof. Cherry,policy_role_mean,gemini-3.1-pro-preview,2,2,0,1.775,1.775,0.459619407771256,0.4818450000000001,1.45,2.1,0.6500000000000001,100,0.00459619407771256,0.004818450000000001,0.0065000000000000014
Peer-review,funding_perceptions,claude-opus-4-6,2,2,0,0.675,0.675,0.45961940777125593,0.48184499999999997,0.35,1,0.65,100,0.004596194077712559,0.004818449999999999,0.006500000000000001
Peer-review,policy_general,claude-opus-4-6,2,2,0,0.675,0.675,0.45961940777125593,0.48184499999999997,0.35,1,0.65,100,0.004596194077712559,0.004818449999999999,0.006500000000000001
Portrait Prof. Cherry,policy_specific_mean,claude-opus-4-6,2,2,0,0.575,0.575,0.45961940777125593,0.48184499999999997,0.25,0.9,0.65,100,0.004596194077712559,0.004818449999999999,0.006500000000000001
Portrait Prof. Cherry,trust_multidimensional,gemini-3.1-pro-preview,2,2,0,1.925,1.925,0.4596194077712558,0.4818449999999999,1.6,2.25,0.6499999999999999,100,0.004596194077712558,0.004818449999999999,0.006499999999999999
Consensus,behavior_mean,gemini-3.1-flash-lite,2,2,0,1.5,1.5,0.42426406871192857,0.44478000000000006,1.2,1.8,0.6000000000000001,100,0.004242640687119286,0.004447800000000001,0.006000000000000001
Consensus,policy_role_mean,gemini-3.1-pro-preview,2,2,0,1.9000000000000001,1.9000000000000001,0.42426406871192857,0.44478000000000006,1.6,2.2,0.6000000000000001,100,0.004242640687119286,0.004447800000000001,0.006000000000000001
Corporate reliance,belief_post,claude-opus-4-6,2,2,0,1.5,1.5,0.42426406871192857,0.44478000000000006,1.2,1.8,0.6000000000000001,100,0.004242640687119286,0.004447800000000001,0.006000000000000001
Extreme weather predictions,behavior_mean,claude-opus-4-6,2,2,0,1.5,1.5,0.42426406871192857,0.44478000000000006,1.2,1.8,0.6000000000000001,100,0.004242640687119286,0.004447800000000001,0.006000000000000001
Extreme weather predictions,concern_mean,gemini-3.1-pro-preview,2,2,0,1.7,1.7,0.42426406871192857,0.44478000000000006,1.4,2,0.6000000000000001,100,0.004242640687119286,0.004447800000000001,0.006000000000000001
Extreme weather predictions,distrust_post,claude-opus-4-6,2,2,0,-1.7,-1.7,0.42426406871192857,0.44478000000000006,-2,-1.4,0.6000000000000001,100,0.004242640687119286,0.004447800000000001,0.006000000000000001
Extreme weather predictions,funding_perceptions,gemini-2.5-pro,2,2,0,2.7,2.7,0.42426406871192857,0.44478000000000006,2.4,3,0.6000000000000001,100,0.004242640687119286,0.004447800000000001,0.006000000000000001
Former skeptics,policy_role_mean,gemini-3.1-pro-preview,2,2,0,1.5,1.5,0.42426406871192857,0.44478000000000006,1.2,1.8,0.6000000000000001,100,0.004242640687119286,0.004447800000000001,0.006000000000000001
Former skeptics,trust_multidimensional,claude-opus-4-6,2,2,0,1.9000000000000001,1.9000000000000001,0.42426406871192857,0.44478000000000006,1.6,2.2,0.6000000000000001,100,0.004242640687119286,0.004447800000000001,0.006000000000000001
Funding,belief_post,gemini-2.5-pro,2,2,0,1.8,1.8,0.42426406871192857,0.44478000000000006,1.5,2.1,0.6000000000000001,100,0.004242640687119286,0.004447800000000001,0.006000000000000001
Funding,concern_mean,claude-haiku-4-5,2,2,0,1.5,1.5,0.42426406871192857,0.44478000000000006,1.2,1.8,0.6000000000000001,100,0.004242640687119286,0.004447800000000001,0.006000000000000001
Funding,distrust_post,gemini-3.1-pro-preview,2,2,0,-2.2,-2.2,0.42426406871192857,0.44478000000000006,-2.5,-1.9,0.6000000000000001,100,0.004242640687119286,0.004447800000000001,0.006000000000000001
Funding,trust_post,gemini-3.1-pro-preview,2,2,0,2.2,2.2,0.42426406871192857,0.44478000000000006,1.9,2.5,0.6000000000000001,100,0.004242640687119286,0.004447800000000001,0.006000000000000001
High public trust,policy_role_mean,claude-haiku-4-5,2,2,0,4.2,4.2,0.42426406871192857,0.44478000000000006,3.9,4.5,0.6000000000000001,100,0.004242640687119286,0.004447800000000001,0.006000000000000001
Interview Prof. Maraun,funding_perceptions,claude-haiku-4-5,2,2,0,2.8,2.8,0.42426406871192857,0.44478000000000006,2.5,3.1,0.6000000000000001,100,0.004242640687119286,0.004447800000000001,0.006000000000000001
Interview Prof. Sebille,concern_mean,gemini-3.1-pro-preview,2,2,0,1.7,1.7,0.42426406871192857,0.44478000000000006,1.4,2,0.6000000000000001,100,0.004242640687119286,0.004447800000000001,0.006000000000000001
Interview Prof. Sebille,inst_trust_mean,gemini-3.1-flash-lite,2,2,0,1,1,0.42426406871192857,0.44478000000000006,0.7,1.3,0.6000000000000001,100,0.004242640687119286,0.004447800000000001,0.006000000000000001
Measurement & modeling (1),belief_post,claude-opus-4-6,2,2,0,1.5,1.5,0.42426406871192857,0.44478000000000006,1.2,1.8,0.6000000000000001,100,0.004242640687119286,0.004447800000000001,0.006000000000000001
Measurement & modeling (2),distrust_post,claude-haiku-4-5,2,2,0,-1.5,-1.5,0.42426406871192857,0.44478000000000006,-1.8,-1.2,0.6000000000000001,100,0.004242640687119286,0.004447800000000001,0.006000000000000001
Measurement & modeling (2),distrust_post,gpt-5-mini,2,2,0,-1.5,-1.5,0.42426406871192857,0.44478000000000006,-1.8,-1.2,0.6000000000000001,100,0.004242640687119286,0.004447800000000001,0.006000000000000001
Measurement & modeling (2),funding_perceptions,claude-opus-4-6,2,2,0,0.6,0.6,0.42426406871192857,0.44478000000000006,0.3,0.9,0.6000000000000001,100,0.004242640687119286,0.004447800000000001,0.006000000000000001
Model accuracy,concern_mean,gemini-3.1-pro-preview,2,2,0,1.5,1.5,0.42426406871192857,0.44478000000000006,1.2,1.8,0.6000000000000001,100,0.004242640687119286,0.004447800000000001,0.006000000000000001
Model accuracy,distrust_post,claude-opus-4-6,2,2,0,-1.5,-1.5,0.42426406871192857,0.44478000000000006,-1.8,-1.2,0.6000000000000001,100,0.004242640687119286,0.004447800000000001,0.006000000000000001
Model accuracy,distrust_post,gpt-5-mini,2,2,0,-1.5,-1.5,0.42426406871192857,0.44478000000000006,-1.8,-1.2,0.6000000000000001,100,0.004242640687119286,0.004447800000000001,0.006000000000000001
Model accuracy,policy_general,gemini-2.5-pro,2,2,0,1.5,1.5,0.42426406871192857,0.44478000000000006,1.2,1.8,0.6000000000000001,100,0.004242640687119286,0.004447800000000001,0.006000000000000001
Model accuracy,policy_general,gemini-3.1-pro-preview,2,2,0,1.3,1.3,0.42426406871192857,0.44478000000000006,1,1.6,0.6000000000000001,100,0.004242640687119286,0.004447800000000001,0.006000000000000001
Model accuracy,policy_role_mean,gemini-3.1-pro-preview,2,2,0,1.8,1.8,0.42426406871192857,0.44478000000000006,1.5,2.1,0.6000000000000001,100,0.004242640687119286,0.004447800000000001,0.006000000000000001
Oil industry misinformation,inst_trust_mean,claude-opus-4-6,2,2,0,1.5,1.5,0.42426406871192857,0.44478000000000006,1.2,1.8,0.6000000000000001,100,0.004242640687119286,0.004447800000000001,0.006000000000000001
Oil industry misinformation,policy_specific_mean,gemini-2.5-flash-lite,2,2,0,1.5,1.5,0.42426406871192857,0.44478000000000006,1.2,1.8,0.6000000000000001,100,0.004242640687119286,0.004447800000000001,0.006000000000000001
Portrait Prof. Cherry,trust_post,gpt-5-mini,2,2,0,1.7,1.7,0.42426406871192857,0.44478000000000006,1.4,2,0.6000000000000001,100,0.004242640687119286,0.004447800000000001,0.006000000000000001
Social justice,behavior_mean,claude-opus-4-6,2,2,0,1.5,1.5,0.42426406871192857,0.44478000000000006,1.2,1.8,0.6000000000000001,100,0.004242640687119286,0.004447800000000001,0.006000000000000001
Social justice,policy_specific_mean,gemini-3.1-pro-preview,2,2,0,0.5,0.5,0.42426406871192857,0.44478000000000006,0.2,0.8,0.6000000000000001,100,0.004242640687119286,0.004447800000000001,0.006000000000000001
Consensus,donation_ams,gemini-3.1-pro-preview,2,2,0,0.07,0.07,0.042426406871192854,0.044478000000000004,0.04,0.1,0.060000000000000005,10,0.004242640687119286,0.0044478,0.006
High public trust,inst_trust_mean,gemini-2.5-flash-lite,2,2,0,0.8999999999999999,0.8999999999999999,0.4242640687119285,0.44477999999999995,0.6,1.2,0.6,100,0.004242640687119285,0.004447799999999999,0.006
Interview Prof. Maraun,policy_general,gemini-2.5-pro,2,2,0,1.2,1.2,0.4242640687119285,0.44477999999999995,0.9,1.5,0.6,100,0.004242640687119285,0.004447799999999999,0.006
Interview Prof. Maraun,policy_specific_mean,gemini-2.5-pro,2,2,0,0.8999999999999999,0.8999999999999999,0.4242640687119285,0.44477999999999995,0.6,1.2,0.6,100,0.004242640687119285,0.004447799999999999,0.006
Interview Prof. Sebille,policy_specific_mean,claude-opus-4-6,2,2,0,1.2,1.2,0.4242640687119285,0.44477999999999995,0.9,1.5,0.6,100,0.004242640687119285,0.004447799999999999,0.006
Interview Prof. Sebille,policy_specific_mean,gemini-2.5-pro,2,2,0,1.2,1.2,0.4242640687119285,0.44477999999999995,0.9,1.5,0.6,100,0.004242640687119285,0.004447799999999999,0.006
Measurement & modeling (1),funding_perceptions,claude-opus-4-6,2,2,0,1.2,1.2,0.4242640687119285,0.44477999999999995,0.9,1.5,0.6,100,0.004242640687119285,0.004447799999999999,0.006
Measurement & modeling (2),belief_post,claude-opus-4-6,2,2,0,0.8999999999999999,0.8999999999999999,0.4242640687119285,0.44477999999999995,0.6,1.2,0.6,100,0.004242640687119285,0.004447799999999999,0.006
Model accuracy,policy_general,gpt-5-mini,2,2,0,1.2,1.2,0.4242640687119285,0.44477999999999995,0.9,1.5,0.6,100,0.004242640687119285,0.004447799999999999,0.006
Oil industry misinformation,donation_ams,gemini-3.1-pro-preview,2,2,0,0.12,0.12,0.042426406871192854,0.044478,0.09,0.15,0.06,10,0.004242640687119286,0.0044478,0.006
Peer-review,concern_mean,claude-opus-4-6,2,2,0,0.7,0.7,0.4242640687119285,0.44477999999999995,0.4,1,0.6,100,0.004242640687119285,0.004447799999999999,0.006
Portrait Prof. Cherry,behavior_mean,gpt-5-mini,2,2,0,0.8999999999999999,0.8999999999999999,0.4242640687119285,0.44477999999999995,0.6,1.2,0.6,100,0.004242640687119285,0.004447799999999999,0.006
Portrait Prof. Cherry,inst_trust_mean,gpt-5-mini,2,2,0,1.2,1.2,0.4242640687119285,0.44477999999999995,0.9,1.5,0.6,100,0.004242640687119285,0.004447799999999999,0.006
Scientist community helpers,inst_trust_mean,claude-opus-4-6,2,2,0,0.8999999999999999,0.8999999999999999,0.4242640687119285,0.44477999999999995,0.6,1.2,0.6,100,0.004242640687119285,0.004447799999999999,0.006
Social justice,policy_specific_mean,gpt-5-mini,2,2,0,0.8999999999999999,0.8999999999999999,0.4242640687119285,0.44477999999999995,0.6,1.2,0.6,100,0.004242640687119285,0.004447799999999999,0.006
Extreme weather predictions,policy_role_mean,gemini-3.1-flash-lite,2,2,0,1.1,1.1,0.4242640687119284,0.4447799999999999,0.8,1.4,0.5999999999999999,100,0.004242640687119284,0.004447799999999999,0.005999999999999998
Measurement & modeling (1),funding_perceptions,claude-haiku-4-5,2,2,0,2.1,2.1,0.4242640687119284,0.4447799999999999,1.8,2.4,0.5999999999999999,100,0.004242640687119284,0.004447799999999999,0.005999999999999998
Measurement & modeling (2),trust_post,gemini-2.5-flash-lite,2,2,0,1.4,1.4,0.4242640687119284,0.4447799999999999,1.1,1.7,0.5999999999999999,100,0.004242640687119284,0.004447799999999999,0.005999999999999998
Oil industry misinformation,funding_perceptions,gemini-3.1-pro-preview,2,2,0,2,2,0.4242640687119284,0.4447799999999999,1.7,2.3,0.5999999999999999,100,0.004242640687119284,0.004447799999999999,0.005999999999999998
Oil industry misinformation,inst_trust_mean,gemini-3.1-pro-preview,2,2,0,1.6,1.6,0.4242640687119284,0.4447799999999999,1.3,1.9,0.5999999999999999,100,0.004242640687119284,0.004447799999999999,0.005999999999999998
Peer-review,funding_perceptions,gemini-2.5-pro,2,2,0,1.6,1.6,0.4242640687119284,0.4447799999999999,1.3,1.9,0.5999999999999999,100,0.004242640687119284,0.004447799999999999,0.005999999999999998
Scientist community helpers,funding_perceptions,gemini-3.1-pro-preview,2,2,0,1.1,1.1,0.4242640687119284,0.4447799999999999,0.8,1.4,0.5999999999999999,100,0.004242640687119284,0.004447799999999999,0.005999999999999998
Extreme weather predictions,trust_post,claude-opus-4-6,2,2,0,2.5,2.5,0.4242640687119283,0.44477999999999973,2.2,2.8,0.5999999999999996,100,0.004242640687119283,0.004447799999999997,0.005999999999999997
High public trust,belief_post,claude-haiku-4-5,2,2,0,3.5,3.5,0.4242640687119283,0.44477999999999973,3.2,3.8,0.5999999999999996,100,0.004242640687119283,0.004447799999999997,0.005999999999999997
Measurement & modeling (1),funding_perceptions,gemini-2.5-pro,2,2,0,2.5,2.5,0.4242640687119283,0.44477999999999973,2.2,2.8,0.5999999999999996,100,0.004242640687119283,0.004447799999999997,0.005999999999999997
Measurement & modeling (1),trust_post,claude-haiku-4-5,2,2,0,3.5,3.5,0.4242640687119283,0.44477999999999973,3.2,3.8,0.5999999999999996,100,0.004242640687119283,0.004447799999999997,0.005999999999999997
Oil industry misinformation,concern_mean,claude-opus-4-6,2,2,0,2.5,2.5,0.4242640687119283,0.44477999999999973,2.2,2.8,0.5999999999999996,100,0.004242640687119283,0.004447799999999997,0.005999999999999997
Oil industry misinformation,trust_multidimensional,claude-opus-4-6,2,2,0,3.5,3.5,0.4242640687119283,0.44477999999999973,3.2,3.8,0.5999999999999996,100,0.004242640687119283,0.004447799999999997,0.005999999999999997
Peer-review,trust_post,gemini-2.5-pro,2,2,0,3.5,3.5,0.4242640687119283,0.44477999999999973,3.2,3.8,0.5999999999999996,100,0.004242640687119283,0.004447799999999997,0.005999999999999997
Portrait Prof. Cherry,concern_mean,claude-haiku-4-5,2,2,0,2.5,2.5,0.4242640687119283,0.44477999999999973,2.2,2.8,0.5999999999999996,100,0.004242640687119283,0.004447799999999997,0.005999999999999997
Social justice,concern_mean,claude-haiku-4-5,2,2,0,4.8,4.8,0.4242640687119283,0.44477999999999973,4.5,5.1,0.5999999999999996,100,0.004242640687119283,0.004447799999999997,0.005999999999999997
Social justice,funding_perceptions,claude-haiku-4-5,2,2,0,3.5,3.5,0.4242640687119283,0.44477999999999973,3.2,3.8,0.5999999999999996,100,0.004242640687119283,0.004447799999999997,0.005999999999999997
Social justice,policy_general,claude-haiku-4-5,2,2,0,4.8,4.8,0.4242640687119283,0.44477999999999973,4.5,5.1,0.5999999999999996,100,0.004242640687119283,0.004447799999999997,0.005999999999999997
Extreme weather predictions,belief_post,gemini-2.5-flash-lite,2,2,0,0.475,0.475,0.38890872965260115,0.407715,0.2,0.75,0.55,100,0.0038890872965260115,0.00407715,0.0055000000000000005
Funding,belief_post,gemini-2.5-flash-lite,2,2,0,0.475,0.475,0.38890872965260115,0.407715,0.2,0.75,0.55,100,0.0038890872965260115,0.00407715,0.0055000000000000005
Interview Prof. Maraun,policy_specific_mean,claude-opus-4-6,2,2,0,0.525,0.525,0.38890872965260115,0.407715,0.25,0.8,0.55,100,0.0038890872965260115,0.00407715,0.0055000000000000005
Peer-review,distrust_post,gemini-3.1-flash-lite,2,2,0,-1.225,-1.225,0.38890872965260115,0.407715,-1.5,-0.95,0.55,100,0.0038890872965260115,0.00407715,0.0055000000000000005
